"country_short","season","week","season_week","date","value","source"
"EE","2025/2026",30,30,2026-02-25,136.08064516129,"ERVISS"
"EE","2025/2026",31,31,2026-03-04,56.5560747663551,"ERVISS"
"EE","2025/2026",32,32,2026-03-11,69.7119047619048,"ERVISS"
"EE","2025/2026",33,33,2026-03-18,41.9545454545455,"ERVISS"
"EE","2025/2026",34,34,2026-03-25,62.4333333333333,"ERVISS"
"EE","2025/2026",35,35,2026-04-01,0,"ERVISS"
"EE","2025/2026",36,36,2026-04-08,0,"ERVISS"
"EE","2025/2026",37,37,2026-04-15,0,"ERVISS"
"EE","2025/2026",38,38,2026-04-22,0,"ERVISS"
"EE","2025/2026",39,39,2026-04-29,6.80923076923077,"ERVISS"
"EE","2025/2026",40,40,2026-05-06,9.69180327868853,"ERVISS"
"EE","2025/2026",41,41,2026-05-13,0,"ERVISS"
"ES","2014/2015",1,1,NA,NA,"RespiCompass"
"ES","2014/2015",2,2,NA,NA,"RespiCompass"
"ES","2014/2015",3,3,NA,NA,"RespiCompass"
"ES","2014/2015",4,4,NA,NA,"RespiCompass"
"ES","2014/2015",5,5,NA,NA,"RespiCompass"
"ES","2014/2015",6,6,NA,NA,"RespiCompass"
"ES","2014/2015",7,7,NA,NA,"RespiCompass"
"ES","2014/2015",8,8,NA,NA,"RespiCompass"
"ES","2014/2015",9,9,2014-10-01,0.259259259259259,"RespiCompass"
"ES","2014/2015",10,10,2014-10-08,0.404,"RespiCompass"
"ES","2014/2015",11,11,2014-10-15,0.204,"RespiCompass"
"ES","2014/2015",12,12,2014-10-22,0.813793103448276,"RespiCompass"
"ES","2014/2015",13,13,2014-10-29,0.527777777777778,"RespiCompass"
"ES","2014/2015",14,14,2014-11-05,0.611111111111111,"RespiCompass"
"ES","2014/2015",15,15,2014-11-12,0.604109589041096,"RespiCompass"
"ES","2014/2015",16,16,2014-11-19,0.433333333333333,"RespiCompass"
"ES","2014/2015",17,17,2014-11-26,3.57073170731707,"RespiCompass"
"ES","2014/2015",18,18,2014-12-03,4.9438202247191,"RespiCompass"
"ES","2014/2015",19,19,2014-12-10,4.93614457831325,"RespiCompass"
"ES","2014/2015",20,20,2014-12-17,12.3326923076923,"RespiCompass"
"ES","2014/2015",21,21,2014-12-24,13.8157894736842,"RespiCompass"
"ES","2014/2015",22,22,2014-12-31,19.1927272727273,"RespiCompass"
"ES","2014/2015",23,23,2015-01-07,56.8312138728324,"RespiCompass"
"ES","2014/2015",24,24,2015-01-14,142.619718309859,"RespiCompass"
"ES","2014/2015",25,25,2015-01-21,197.822463768116,"RespiCompass"
"ES","2014/2015",26,26,2015-01-28,239.427712854758,"RespiCompass"
"ES","2014/2015",27,27,2015-02-04,181.690729783037,"RespiCompass"
"ES","2014/2015",28,28,2015-02-11,165.898047722343,"RespiCompass"
"ES","2014/2015",29,29,2015-02-18,127.167302452316,"RespiCompass"
"ES","2014/2015",30,30,2015-02-25,88.9261682242991,"RespiCompass"
"ES","2014/2015",31,31,2015-03-04,53.8406926406926,"RespiCompass"
"ES","2014/2015",32,32,2015-03-11,27.8478260869565,"RespiCompass"
"ES","2014/2015",33,33,2015-03-18,20.35,"RespiCompass"
"ES","2014/2015",34,34,2015-03-25,8.48970588235294,"RespiCompass"
"ES","2014/2015",35,35,2015-04-01,3.12083333333333,"RespiCompass"
"ES","2014/2015",36,36,2015-04-08,1.91071428571429,"RespiCompass"
"ES","2014/2015",37,37,2015-04-15,2.2,"RespiCompass"
"ES","2014/2015",38,38,2015-04-22,0.3,"RespiCompass"
"ES","2014/2015",39,39,2015-04-29,0.307692307692308,"RespiCompass"
"ES","2014/2015",40,40,2015-05-06,0,"RespiCompass"
"ES","2014/2015",41,41,2015-05-13,0,"RespiCompass"
"ES","2015/2016",1,1,NA,NA,"RespiCompass"
"ES","2015/2016",2,2,NA,NA,"RespiCompass"
"ES","2015/2016",3,3,NA,NA,"RespiCompass"
"ES","2015/2016",4,4,NA,NA,"RespiCompass"
"ES","2015/2016",5,5,NA,NA,"RespiCompass"
"ES","2015/2016",6,6,NA,NA,"RespiCompass"
"ES","2015/2016",7,7,NA,NA,"RespiCompass"
"ES","2015/2016",8,8,NA,NA,"RespiCompass"
"ES","2015/2016",9,9,2015-09-30,0.233333333333333,"RespiCompass"
"ES","2015/2016",10,10,2015-10-07,0,"RespiCompass"
"ES","2015/2016",11,11,2015-10-14,0,"RespiCompass"
"ES","2015/2016",12,12,2015-10-21,0.194915254237288,"RespiCompass"
"ES","2015/2016",13,13,2015-10-28,0,"RespiCompass"
"ES","2015/2016",14,14,2015-11-04,0.164705882352941,"RespiCompass"
"ES","2015/2016",15,15,2015-11-11,0.20377358490566,"RespiCompass"
"ES","2015/2016",16,16,2015-11-18,0,"RespiCompass"
"ES","2015/2016",17,17,2015-11-25,1.8051282051282,"RespiCompass"
"ES","2015/2016",18,18,2015-12-02,0.686363636363636,"RespiCompass"
"ES","2015/2016",19,19,2015-12-09,1.2,"RespiCompass"
"ES","2015/2016",20,20,2015-12-16,2.70927835051546,"RespiCompass"
"ES","2015/2016",21,21,2015-12-23,2.73913043478261,"RespiCompass"
"ES","2015/2016",22,22,2015-12-30,2.91395348837209,"RespiCompass"
"ES","2015/2016",23,23,2016-01-06,10.6275862068966,"RespiCompass"
"ES","2015/2016",24,24,2016-01-13,18.1341317365269,"RespiCompass"
"ES","2015/2016",25,25,2016-01-20,44.423166023166,"RespiCompass"
"ES","2015/2016",26,26,2016-01-27,81.1981865284974,"RespiCompass"
"ES","2015/2016",27,27,2016-02-03,97.9056179775281,"RespiCompass"
"ES","2015/2016",28,28,2016-02-10,113.31652173913,"RespiCompass"
"ES","2015/2016",29,29,2016-02-17,103.83196347032,"RespiCompass"
"ES","2015/2016",30,30,2016-02-24,115.748760330579,"RespiCompass"
"ES","2015/2016",31,31,2016-03-02,104,"RespiCompass"
"ES","2015/2016",32,32,2016-03-09,115.765171503958,"RespiCompass"
"ES","2015/2016",33,33,2016-03-16,126.219613259669,"RespiCompass"
"ES","2015/2016",34,34,2016-03-23,75.5723684210526,"RespiCompass"
"ES","2015/2016",35,35,2016-03-30,31.25,"RespiCompass"
"ES","2015/2016",36,36,2016-04-06,20.6274193548387,"RespiCompass"
"ES","2015/2016",37,37,2016-04-13,16.4230769230769,"RespiCompass"
"ES","2015/2016",38,38,2016-04-20,10.12,"RespiCompass"
"ES","2015/2016",39,39,2016-04-27,5.24468085106383,"RespiCompass"
"ES","2015/2016",40,40,2016-05-04,3.7,"RespiCompass"
"ES","2015/2016",41,41,2016-05-11,2.36521739130435,"RespiCompass"
"ES","2015/2016",42,42,2016-05-18,1.05454545454545,"RespiCompass"
"ES","2016/2017",1,1,NA,NA,"RespiCompass"
"ES","2016/2017",2,2,NA,NA,"RespiCompass"
"ES","2016/2017",3,3,NA,NA,"RespiCompass"
"ES","2016/2017",4,4,NA,NA,"RespiCompass"
"ES","2016/2017",5,5,NA,NA,"RespiCompass"
"ES","2016/2017",6,6,NA,NA,"RespiCompass"
"ES","2016/2017",7,7,NA,NA,"RespiCompass"
"ES","2016/2017",8,8,NA,NA,"RespiCompass"
"ES","2016/2017",9,9,NA,NA,"RespiCompass"
"ES","2016/2017",10,10,2016-10-05,0.252,"RespiCompass"
"ES","2016/2017",11,11,2016-10-12,1.03529411764706,"RespiCompass"
"ES","2016/2017",12,12,2016-10-19,0.940677966101695,"RespiCompass"
"ES","2016/2017",13,13,2016-10-26,0.701754385964912,"RespiCompass"
"ES","2016/2017",14,14,2016-11-02,1.15957446808511,"RespiCompass"
"ES","2016/2017",15,15,2016-11-09,3.15051546391753,"RespiCompass"
"ES","2016/2017",16,16,2016-11-16,6.11368421052632,"RespiCompass"
"ES","2016/2017",17,17,2016-11-23,10.1508064516129,"RespiCompass"
"ES","2016/2017",18,18,2016-11-30,12.6297872340426,"RespiCompass"
"ES","2016/2017",19,19,2016-12-07,19.2433962264151,"RespiCompass"
"ES","2016/2017",20,20,2016-12-14,32.6631578947368,"RespiCompass"
"ES","2016/2017",21,21,2016-12-21,55.2061151079137,"RespiCompass"
"ES","2016/2017",22,22,2016-12-28,100.000843881857,"RespiCompass"
"ES","2016/2017",23,23,2017-01-04,121.638257575758,"RespiCompass"
"ES","2016/2017",24,24,2017-01-11,135.434716981132,"RespiCompass"
"ES","2016/2017",25,25,2017-01-18,141.490057361377,"RespiCompass"
"ES","2016/2017",26,26,2017-01-25,123.567245119306,"RespiCompass"
"ES","2016/2017",27,27,2017-02-01,67.3189655172414,"RespiCompass"
"ES","2016/2017",28,28,2017-02-08,39.9976744186047,"RespiCompass"
"ES","2016/2017",29,29,2017-02-15,17.1440414507772,"RespiCompass"
"ES","2016/2017",30,30,2017-02-22,8.12523364485981,"RespiCompass"
"ES","2016/2017",31,31,2017-03-01,4.42898550724638,"RespiCompass"
"ES","2016/2017",32,32,2017-03-08,1.78360655737705,"RespiCompass"
"ES","2016/2017",33,33,2017-03-15,0.871111111111111,"RespiCompass"
"ES","2016/2017",34,34,2017-03-22,0.675,"RespiCompass"
"ES","2016/2017",35,35,2017-03-29,0.189655172413793,"RespiCompass"
"ES","2016/2017",36,36,2017-04-05,0.196428571428571,"RespiCompass"
"ES","2016/2017",37,37,2017-04-12,0,"RespiCompass"
"ES","2016/2017",38,38,2017-04-19,0.471428571428571,"RespiCompass"
"ES","2016/2017",39,39,2017-04-26,0.517647058823529,"RespiCompass"
"ES","2016/2017",40,40,2017-05-03,0,"RespiCompass"
"ES","2016/2017",41,41,2017-05-10,0.169230769230769,"RespiCompass"
"ES","2016/2017",42,42,2017-05-17,0,"RespiCompass"
"ES","2017/2018",1,1,NA,NA,"RespiCompass"
"ES","2017/2018",2,2,NA,NA,"RespiCompass"
"ES","2017/2018",3,3,NA,NA,"RespiCompass"
"ES","2017/2018",4,4,NA,NA,"RespiCompass"
"ES","2017/2018",5,5,NA,NA,"RespiCompass"
"ES","2017/2018",6,6,NA,NA,"RespiCompass"
"ES","2017/2018",7,7,NA,NA,"RespiCompass"
"ES","2017/2018",8,8,NA,NA,"RespiCompass"
"ES","2017/2018",9,9,NA,NA,"RespiCompass"
"ES","2017/2018",10,10,2017-10-04,0,"RespiCompass"
"ES","2017/2018",11,11,2017-10-11,0.187096774193548,"RespiCompass"
"ES","2017/2018",12,12,2017-10-18,0.164285714285714,"RespiCompass"
"ES","2017/2018",13,13,2017-10-25,0.178723404255319,"RespiCompass"
"ES","2017/2018",14,14,2017-11-01,0.207142857142857,"RespiCompass"
"ES","2017/2018",15,15,2017-11-08,1.66336633663366,"RespiCompass"
"ES","2017/2018",16,16,2017-11-15,1.27083333333333,"RespiCompass"
"ES","2017/2018",17,17,2017-11-22,4.63362831858407,"RespiCompass"
"ES","2017/2018",18,18,2017-11-29,8.47152317880795,"RespiCompass"
"ES","2017/2018",19,19,2017-12-06,10.9,"RespiCompass"
"ES","2017/2018",20,20,2017-12-13,37.7793103448276,"RespiCompass"
"ES","2017/2018",21,21,2017-12-20,74.2571428571429,"RespiCompass"
"ES","2017/2018",22,22,2017-12-27,152.52373540856,"RespiCompass"
"ES","2017/2018",23,23,2018-01-03,155.049842271293,"RespiCompass"
"ES","2017/2018",24,24,2018-01-10,180.230870279146,"RespiCompass"
"ES","2017/2018",25,25,2018-01-17,200.772530864198,"RespiCompass"
"ES","2017/2018",26,26,2018-01-24,168.7125,"RespiCompass"
"ES","2017/2018",27,27,2018-01-31,128.145564516129,"RespiCompass"
"ES","2017/2018",28,28,2018-02-07,93.1439790575916,"RespiCompass"
"ES","2017/2018",29,29,2018-02-14,89.4162011173184,"RespiCompass"
"ES","2017/2018",30,30,2018-02-21,68.5882352941177,"RespiCompass"
"ES","2017/2018",31,31,2018-02-28,41.6760975609756,"RespiCompass"
"ES","2017/2018",32,32,2018-03-07,30.4087431693989,"RespiCompass"
"ES","2017/2018",33,33,2018-03-14,22.0167938931298,"RespiCompass"
"ES","2017/2018",34,34,2018-03-21,12.8610526315789,"RespiCompass"
"ES","2017/2018",35,35,2018-03-28,1.85714285714286,"RespiCompass"
"ES","2017/2018",36,36,2018-04-04,4.02093023255814,"RespiCompass"
"ES","2017/2018",37,37,2018-04-11,1.63333333333333,"RespiCompass"
"ES","2017/2018",38,38,2018-04-18,1.33333333333333,"RespiCompass"
"ES","2017/2018",39,39,2018-04-25,0.4,"RespiCompass"
"ES","2017/2018",40,40,2018-05-02,0.96,"RespiCompass"
"ES","2017/2018",41,41,2018-05-09,0.155555555555556,"RespiCompass"
"ES","2017/2018",42,42,2018-05-16,0.175,"RespiCompass"
"ES","2018/2019",1,1,NA,NA,"RespiCompass"
"ES","2018/2019",2,2,NA,NA,"RespiCompass"
"ES","2018/2019",3,3,NA,NA,"RespiCompass"
"ES","2018/2019",4,4,NA,NA,"RespiCompass"
"ES","2018/2019",5,5,NA,NA,"RespiCompass"
"ES","2018/2019",6,6,NA,NA,"RespiCompass"
"ES","2018/2019",7,7,NA,NA,"RespiCompass"
"ES","2018/2019",8,8,NA,NA,"RespiCompass"
"ES","2018/2019",9,9,NA,NA,"RespiCompass"
"ES","2018/2019",10,10,2018-10-03,0,"RespiCompass"
"ES","2018/2019",11,11,2018-10-10,0,"RespiCompass"
"ES","2018/2019",12,12,2018-10-17,0,"RespiCompass"
"ES","2018/2019",13,13,2018-10-24,0,"RespiCompass"
"ES","2018/2019",14,14,2018-10-31,0,"RespiCompass"
"ES","2018/2019",15,15,2018-11-07,0.212162162162162,"RespiCompass"
"ES","2018/2019",16,16,2018-11-14,0.83943661971831,"RespiCompass"
"ES","2018/2019",17,17,2018-11-21,1.13647058823529,"RespiCompass"
"ES","2018/2019",18,18,2018-11-28,1.41492537313433,"RespiCompass"
"ES","2018/2019",19,19,2018-12-05,4.34626865671642,"RespiCompass"
"ES","2018/2019",20,20,2018-12-12,4.79830508474576,"RespiCompass"
"ES","2018/2019",21,21,2018-12-19,9.92368421052631,"RespiCompass"
"ES","2018/2019",22,22,2018-12-26,16.3327868852459,"RespiCompass"
"ES","2018/2019",23,23,2019-01-02,25.9466666666667,"RespiCompass"
"ES","2018/2019",24,24,2019-01-09,58.9691358024691,"RespiCompass"
"ES","2018/2019",25,25,2019-01-16,132.098501872659,"RespiCompass"
"ES","2018/2019",26,26,2019-01-23,173.088541666667,"RespiCompass"
"ES","2018/2019",27,27,2019-01-30,167.619170984456,"RespiCompass"
"ES","2018/2019",28,28,2019-02-06,133.990055248619,"RespiCompass"
"ES","2018/2019",29,29,2019-02-13,103.555223880597,"RespiCompass"
"ES","2018/2019",30,30,2019-02-20,69.4712230215827,"RespiCompass"
"ES","2018/2019",31,31,2019-02-27,35.4161616161616,"RespiCompass"
"ES","2018/2019",32,32,2019-03-06,19.9087837837838,"RespiCompass"
"ES","2018/2019",33,33,2019-03-13,11.85625,"RespiCompass"
"ES","2018/2019",34,34,2019-03-20,7.28571428571429,"RespiCompass"
"ES","2018/2019",35,35,2019-03-27,3.16279069767442,"RespiCompass"
"ES","2018/2019",36,36,2019-04-03,1.85625,"RespiCompass"
"ES","2018/2019",37,37,2019-04-10,1.11764705882353,"RespiCompass"
"ES","2018/2019",38,38,2019-04-17,0,"RespiCompass"
"ES","2018/2019",39,39,2019-04-24,0,"RespiCompass"
"ES","2018/2019",40,40,2019-05-01,0.218181818181818,"RespiCompass"
"ES","2018/2019",41,41,2019-05-08,0,"RespiCompass"
"ES","2018/2019",42,42,2019-05-15,0,"RespiCompass"
"FI","2015/2016",1,1,NA,NA,"RespiCompass"
"FI","2015/2016",2,2,NA,NA,"RespiCompass"
"FI","2015/2016",3,3,NA,NA,"RespiCompass"
"FI","2015/2016",4,4,NA,NA,"RespiCompass"
"FI","2015/2016",5,5,NA,NA,"RespiCompass"
"FI","2015/2016",6,6,NA,NA,"RespiCompass"
"FI","2015/2016",7,7,NA,NA,"RespiCompass"
"FI","2015/2016",8,8,NA,NA,"RespiCompass"
"FI","2015/2016",9,9,2015-09-30,0,"RespiCompass"
"FI","2015/2016",10,10,2015-10-07,0,"RespiCompass"
"FI","2015/2016",11,11,NA,NA,"RespiCompass"
"FI","2015/2016",12,12,2015-10-21,0,"RespiCompass"
"FI","2015/2016",13,13,2015-10-28,0,"RespiCompass"
"FI","2015/2016",14,14,2015-11-04,0,"RespiCompass"
"FI","2015/2016",15,15,2015-11-11,0,"RespiCompass"
"FI","2015/2016",16,16,2015-11-18,0.192857142857143,"RespiCompass"
"FI","2015/2016",17,17,2015-11-25,0.163636363636364,"RespiCompass"
"FI","2015/2016",18,18,2015-12-02,3.57894736842105,"RespiCompass"
"FI","2015/2016",19,19,2015-12-09,2.31428571428571,"RespiCompass"
"FI","2015/2016",20,20,2015-12-16,9.8,"RespiCompass"
"FI","2015/2016",21,21,2015-12-23,6.28333333333333,"RespiCompass"
"FI","2015/2016",22,22,2015-12-30,17.8727272727273,"RespiCompass"
"FI","2015/2016",23,23,2016-01-06,49.4230769230769,"RespiCompass"
"FI","2015/2016",24,24,2016-01-13,15.3833333333333,"RespiCompass"
"FI","2015/2016",25,25,2016-01-20,152.405,"RespiCompass"
"FI","2015/2016",26,26,2016-01-27,245.5,"RespiCompass"
"FI","2015/2016",27,27,2016-02-03,212.52,"RespiCompass"
"FI","2015/2016",28,28,2016-02-10,248.686666666667,"RespiCompass"
"FI","2015/2016",29,29,2016-02-17,142.106666666667,"RespiCompass"
"FI","2015/2016",30,30,2016-02-24,187.428571428571,"RespiCompass"
"FI","2015/2016",31,31,2016-03-02,22.7888888888889,"RespiCompass"
"FI","2015/2016",32,32,2016-03-09,0,"RespiCompass"
"FI","2015/2016",33,33,2016-03-16,0,"RespiCompass"
"FI","2015/2016",34,34,2016-03-23,8.45833333333333,"RespiCompass"
"FI","2015/2016",35,35,2016-03-30,11.8777777777778,"RespiCompass"
"FI","2015/2016",36,36,2016-04-06,0,"RespiCompass"
"FI","2015/2016",37,37,NA,NA,"RespiCompass"
"FI","2015/2016",38,38,2016-04-20,0,"RespiCompass"
"FI","2015/2016",39,39,2016-04-27,8.94,"RespiCompass"
"FI","2015/2016",40,40,2016-05-04,0,"RespiCompass"
"FI","2015/2016",41,41,2016-05-11,0,"RespiCompass"
"FI","2015/2016",42,42,2016-05-18,0,"RespiCompass"
"FI","2015/2016",43,43,2016-05-25,0,"RespiCompass"
"FI","2015/2016",44,44,2016-06-01,0,"RespiCompass"
"FI","2015/2016",45,45,2016-06-08,0,"RespiCompass"
"FI","2015/2016",46,46,2016-06-15,0,"RespiCompass"
"FI","2015/2016",47,47,2016-06-22,0,"RespiCompass"
"FI","2015/2016",48,48,2016-06-29,0,"RespiCompass"
"FI","2015/2016",49,49,2016-07-06,0,"RespiCompass"
"FI","2015/2016",50,50,2016-07-13,0,"RespiCompass"
"FI","2015/2016",51,51,2016-07-20,0,"RespiCompass"
"FI","2015/2016",52,52,2016-07-27,0,"RespiCompass"
"FI","2016/2017",1,1,2016-08-03,0,"RespiCompass"
"FI","2016/2017",2,2,2016-08-10,0,"RespiCompass"
"FI","2016/2017",3,3,2016-08-17,0,"RespiCompass"
"FI","2016/2017",4,4,2016-08-24,0,"RespiCompass"
"FI","2016/2017",5,5,2016-08-31,0,"RespiCompass"
"FI","2016/2017",6,6,2016-09-07,0,"RespiCompass"
"FI","2016/2017",7,7,2016-09-14,0,"RespiCompass"
"FI","2016/2017",8,8,2016-09-21,0,"RespiCompass"
"FI","2016/2017",9,9,2016-09-28,0,"RespiCompass"
"FI","2016/2017",10,10,2016-10-05,0,"RespiCompass"
"FI","2016/2017",11,11,2016-10-12,0,"RespiCompass"
"FI","2016/2017",12,12,2016-10-19,0.230769230769231,"RespiCompass"
"FI","2016/2017",13,13,2016-10-26,3.46428571428571,"RespiCompass"
"FI","2016/2017",14,14,2016-11-02,0,"RespiCompass"
"FI","2016/2017",15,15,2016-11-09,0,"RespiCompass"
"FI","2016/2017",16,16,2016-11-16,2.9,"RespiCompass"
"FI","2016/2017",17,17,2016-11-23,7.12222222222222,"RespiCompass"
"FI","2016/2017",18,18,2016-11-30,7.81,"RespiCompass"
"FI","2016/2017",19,19,2016-12-07,13.87,"RespiCompass"
"FI","2016/2017",20,20,2016-12-14,83.4944444444444,"RespiCompass"
"FI","2016/2017",21,21,2016-12-21,156.066666666667,"RespiCompass"
"FI","2016/2017",22,22,2016-12-28,212.273684210526,"RespiCompass"
"FI","2016/2017",23,23,2017-01-04,72.9285714285714,"RespiCompass"
"FI","2016/2017",24,24,2017-01-11,88.8266666666667,"RespiCompass"
"FI","2016/2017",25,25,2017-01-18,17.7642857142857,"RespiCompass"
"FI","2016/2017",26,26,2017-01-25,24.5090909090909,"RespiCompass"
"FI","2016/2017",27,27,2017-02-01,0,"RespiCompass"
"FI","2016/2017",28,28,2017-02-08,7.83333333333333,"RespiCompass"
"FI","2016/2017",29,29,2017-02-15,13.6333333333333,"RespiCompass"
"FI","2016/2017",30,30,2017-02-22,19.75,"RespiCompass"
"FI","2016/2017",31,31,2017-03-01,10.3846153846154,"RespiCompass"
"FI","2016/2017",32,32,2017-03-08,4.3,"RespiCompass"
"FI","2016/2017",33,33,2017-03-15,8.53846153846154,"RespiCompass"
"FI","2016/2017",34,34,2017-03-22,2.52727272727273,"RespiCompass"
"FI","2016/2017",35,35,2017-03-29,0,"RespiCompass"
"FI","2016/2017",36,36,2017-04-05,0,"RespiCompass"
"FI","2016/2017",37,37,2017-04-12,0,"RespiCompass"
"FI","2016/2017",38,38,2017-04-19,2.44,"RespiCompass"
"FI","2016/2017",39,39,2017-04-26,0,"RespiCompass"
"FI","2016/2017",40,40,NA,NA,"RespiCompass"
"FI","2016/2017",41,41,2017-05-10,1.18,"RespiCompass"
"FI","2016/2017",42,42,2017-05-17,0,"RespiCompass"
"FI","2016/2017",43,43,2017-05-24,0,"RespiCompass"
"FI","2016/2017",44,44,2017-05-31,0,"RespiCompass"
"FI","2016/2017",45,45,2017-06-07,0,"RespiCompass"
"FI","2016/2017",46,46,2017-06-14,0,"RespiCompass"
"FI","2016/2017",47,47,2017-06-21,0,"RespiCompass"
"FI","2016/2017",48,48,2017-06-28,0,"RespiCompass"
"FI","2016/2017",49,49,2017-07-05,0,"RespiCompass"
"FI","2016/2017",50,50,2017-07-12,0,"RespiCompass"
"FI","2016/2017",51,51,2017-07-19,0,"RespiCompass"
"FI","2016/2017",52,52,2017-07-26,0,"RespiCompass"
"FI","2017/2018",1,1,2017-08-02,0,"RespiCompass"
"FI","2017/2018",2,2,2017-08-09,0,"RespiCompass"
"FI","2017/2018",3,3,2017-08-16,0,"RespiCompass"
"FI","2017/2018",4,4,2017-08-23,0,"RespiCompass"
"FI","2017/2018",5,5,2017-08-30,0.344444444444444,"RespiCompass"
"FI","2017/2018",6,6,2017-09-06,0,"RespiCompass"
"FI","2017/2018",7,7,2017-09-13,0.709090909090909,"RespiCompass"
"FI","2017/2018",8,8,2017-09-20,1.32352941176471,"RespiCompass"
"FI","2017/2018",9,9,2017-09-27,0.277777777777778,"RespiCompass"
"FI","2017/2018",10,10,2017-10-04,0.63,"RespiCompass"
"FI","2017/2018",11,11,2017-10-11,0.744444444444444,"RespiCompass"
"FI","2017/2018",12,12,2017-10-18,0,"RespiCompass"
"FI","2017/2018",13,13,2017-10-25,1.45555555555556,"RespiCompass"
"FI","2017/2018",14,14,2017-11-01,1.1,"RespiCompass"
"FI","2017/2018",15,15,2017-11-08,1.38888888888889,"RespiCompass"
"FI","2017/2018",16,16,2017-11-15,6.16666666666667,"RespiCompass"
"FI","2017/2018",17,17,2017-11-22,7.4,"RespiCompass"
"FI","2017/2018",18,18,2017-11-29,16.1666666666667,"RespiCompass"
"FI","2017/2018",19,19,2017-12-06,23.0526315789474,"RespiCompass"
"FI","2017/2018",20,20,2017-12-13,10.7538461538462,"RespiCompass"
"FI","2017/2018",21,21,2017-12-20,24.2333333333333,"RespiCompass"
"FI","2017/2018",22,22,2017-12-27,42.7384615384615,"RespiCompass"
"FI","2017/2018",23,23,2018-01-03,86.8210526315789,"RespiCompass"
"FI","2017/2018",24,24,2018-01-10,33.5454545454545,"RespiCompass"
"FI","2017/2018",25,25,2018-01-17,89.8666666666667,"RespiCompass"
"FI","2017/2018",26,26,2018-01-24,70.9473684210526,"RespiCompass"
"FI","2017/2018",27,27,2018-01-31,81.8,"RespiCompass"
"FI","2017/2018",28,28,2018-02-07,301.35,"RespiCompass"
"FI","2017/2018",29,29,2018-02-14,123.611111111111,"RespiCompass"
"FI","2017/2018",30,30,2018-02-21,331.277777777778,"RespiCompass"
"FI","2017/2018",31,31,2018-02-28,221.285714285714,"RespiCompass"
"FI","2017/2018",32,32,2018-03-07,253.726315789474,"RespiCompass"
"FI","2017/2018",33,33,2018-03-14,177.5,"RespiCompass"
"FI","2017/2018",34,34,2018-03-21,265.166666666667,"RespiCompass"
"FI","2017/2018",35,35,2018-03-28,141.672727272727,"RespiCompass"
"FI","2017/2018",36,36,2018-04-04,51.2181818181818,"RespiCompass"
"FI","2017/2018",37,37,2018-04-11,34.46,"RespiCompass"
"FI","2017/2018",38,38,2018-04-18,14.25,"RespiCompass"
"FI","2017/2018",39,39,2018-04-25,0,"RespiCompass"
"FI","2017/2018",40,40,2018-05-02,0,"RespiCompass"
"FI","2017/2018",41,41,2018-05-09,0,"RespiCompass"
"FI","2017/2018",42,42,2018-05-16,0,"RespiCompass"
"FI","2017/2018",43,43,2018-05-23,0,"RespiCompass"
"FI","2017/2018",44,44,2018-05-30,0,"RespiCompass"
"FI","2017/2018",45,45,2018-06-06,0,"RespiCompass"
"FI","2017/2018",46,46,2018-06-13,0,"RespiCompass"
"FI","2017/2018",47,47,2018-06-20,0,"RespiCompass"
"FI","2017/2018",48,48,2018-06-27,0,"RespiCompass"
"FI","2017/2018",49,49,2018-07-04,0,"RespiCompass"
"FI","2017/2018",50,50,2018-07-11,0,"RespiCompass"
"FI","2017/2018",51,51,2018-07-18,0,"RespiCompass"
"FI","2017/2018",52,52,2018-07-25,0,"RespiCompass"
"FI","2018/2019",1,1,2018-08-01,0,"RespiCompass"
"FI","2018/2019",2,2,2018-08-08,0,"RespiCompass"
"FI","2018/2019",3,3,2018-08-15,0,"RespiCompass"
"FI","2018/2019",4,4,2018-08-22,0,"RespiCompass"
"FI","2018/2019",5,5,2018-08-29,0,"RespiCompass"
"FI","2018/2019",6,6,2018-09-05,0,"RespiCompass"
"FI","2018/2019",7,7,2018-09-12,0,"RespiCompass"
"FI","2018/2019",8,8,2018-09-19,0,"RespiCompass"
"FI","2018/2019",9,9,2018-09-26,0,"RespiCompass"
"FI","2018/2019",10,10,2018-10-03,0,"RespiCompass"
"FI","2018/2019",11,11,2018-10-10,0,"RespiCompass"
"FI","2018/2019",12,12,2018-10-17,0.0666666666666666,"RespiCompass"
"FI","2018/2019",13,13,2018-10-24,0.12,"RespiCompass"
"FI","2018/2019",14,14,2018-10-31,0.466666666666667,"RespiCompass"
"FI","2018/2019",15,15,2018-11-07,0,"RespiCompass"
"FI","2018/2019",16,16,2018-11-14,0.2,"RespiCompass"
"FI","2018/2019",17,17,2018-11-21,0,"RespiCompass"
"FI","2018/2019",18,18,2018-11-28,0.709090909090909,"RespiCompass"
"FI","2018/2019",19,19,2018-12-05,0.288888888888889,"RespiCompass"
"FI","2018/2019",20,20,2018-12-12,0,"RespiCompass"
"FI","2018/2019",21,21,2018-12-19,0,"RespiCompass"
"FI","2018/2019",22,22,2018-12-26,0.773333333333333,"RespiCompass"
"FI","2018/2019",23,23,2019-01-02,10.4695652173913,"RespiCompass"
"FI","2018/2019",24,24,2019-01-09,3.96153846153846,"RespiCompass"
"FI","2018/2019",25,25,2019-01-16,2.3,"RespiCompass"
"FI","2018/2019",26,26,NA,NA,"RespiCompass"
"FI","2018/2019",27,27,2019-01-30,7.28181818181818,"RespiCompass"
